t_min,freq_hz,whp_bar,intake_p_bar,current_a,load_pct,q_liq_m3d,motor_t_c,casing_p_bar,operating_mode,quality_ok
25.0,50.004700614888044,21.681661761120285,84.72329842048305,47.873322669898066,71.3641396304113,119.54177706241727,96.24014096393948,14.535517530192756,production,1.0
26.0,49.96282503753231,22.394361658726545,83.82004846551546,47.484662156275604,70.784440042876,119.53078873314787,95.29114985295864,14.123563385871925,production,1.0
27.0,49.95391373118708,21.66782909875624,84.97202080651712,48.12957552283649,72.3796220711971,118.63725236710167,95.04212662204985,14.08154465278469,production,1.0
28.0,49.97711370871663,21.798243646820126,85.3892193876755,48.56670649602788,73.55941274728474,121.29233789860162,94.73558557491177,13.8385139562345,production,1.0
29.0,50.0110097561735,21.603422560736163,85.28043468087024,47.99023740428534,71.8673371714523,119.9255714638775,95.41532113074463,14.39044685807542,production,1.0
30.0,49.94951909082306,21.54811172063039,85.26921400577879,47.06987847316327,71.62122276147228,120.97588916355144,95.03565510105182,13.498968936995718,production,1.0
31.0,49.98954122125642,22.713072171078863,85.39164441551999,48.037027567926316,72.31940796076329,121.05968831992492,95.80238058033994,14.377293648575773,production,1.0
32.0,49.992038749504275,21.99877164762469,85.35044328282733,48.61037015142236,73.1658976234729,122.09155414331227,95.7087418900696,14.287546918308255,production,1.0
33.0,50.02704227923429,21.928200301667623,85.09758929368842,47.53284399474942,71.8819492179697,118.2765778182345,95.42747942011691,14.012662548401446,production,1.0
34.0,50.01073295612532,21.817894490184823,84.8730685398862,48.33475356376008,73.02592257095738,122.55411726126633,95.21305952835182,14.607688059720745,production,1.0
35.0,50.01776863545199,22.345122313952754,85.08108413107539,48.556834237760356,72.19465541491432,122.00370760787632,95.44979497707175,14.083139114347379,production,1.0
36.0,49.96730856952908,22.08639192954276,85.03621005580514,47.26761992412963,72.2578659951207,121.18210638180253,95.34323400396856,14.104919807050617,production,1.0
37.0,49.993519318315364,22.180397554300047,85.07209015106312,48.90255280401063,71.4269865226381,123.36799812532908,95.07350105758277,13.74477559887017,production,1.0
38.0,50.03919877350307,22.119859971178425,84.59868246479445,47.168183267455,72.28649500369016,120.76688336464413,95.86026889175768,13.860033795672676,production,1.0
39.0,50.07467155726104,21.923832700308072,84.94148885667671,48.27574973132088,71.59376110707103,121.5198656740583,95.1539323829807,14.18491049959535,production,1.0
40.0,49.93704672339479,21.87604864016963,85.3229518279316,48.23665017635309,71.33766032589915,119.66113545179951,94.93783265985627,14.181928999592381,production,1.0
41.0,50.075696188736956,21.376080627522445,85.46581725126941,48.03726005249325,71.25216848746416,121.92156069955733,94.37129306823485,14.098009673297858,production,1.0
42.0,50.067293771189114,21.87496229913716,85.24827699112504,48.349791632987774,72.43791753044106,120.77477988293938,95.10758865455209,14.089577177428634,production,1.0
43.0,50.03906557003502,22.93872341016273,85.18300503283824,48.253674247785426,73.37569693255016,120.04496178893162,94.45305048543108,14.384933608404998,production,1.0
44.0,50.01322278151647,21.579146670739743,85.62035519887603,48.205088595026766,71.88147341224479,123.13969758744452,95.60612436479066,13.93080837789916,production,1.0
45.0,49.984303859273176,22.07828542521102,85.79482794226111,47.824790789920904,71.86289075307579,120.24653389433514,94.82657008499692,14.113778087204999,production,1.0
46.0,50.07290103417685,22.212436395733743,85.72063283001171,48.49731678864285,71.84721876577329,120.63580339871307,94.77681974726049,13.539800963385098,production,1.0
47.0,50.0980129158225,22.557359859961654,84.26905380388285,48.2134260502828,72.30480213276326,120.40126256148905,94.10705480522057,14.255569464969785,production,1.0
48.0,50.09008174349331,23.144657968261047,85.05214625970801,48.261840583839,72.5644780682086,119.74397353303749,95.38210975359485,13.919086457096554,production,1.0
49.0,50.06575518823672,21.924220275676753,85.75514734634618,48.40057348882386,72.10807897184712,121.3010360688865,95.09735751095984,14.484641055935551,production,1.0
50.0,50.01786902053295,21.73368233726981,85.6473330035988,47.94967768213408,71.91612168472258,121.56228074326441,95.60354973078763,14.184708173531897,production,1.0
51.0,49.93958406838589,22.510171099605262,85.75229523822948,47.63862498596082,71.03298748147743,121.11406478817975,94.79430380939242,14.14000527653678,production,1.0
52.0,49.999777293343996,22.172877789375416,85.53930782224292,47.16961322890395,72.16650906519702,117.86869992112861,95.77446343007429,13.460282355130538,production,1.0
53.0,50.03282374675382,22.8917907599723,84.844836169101,47.62055184772741,72.23990224909464,121.9235129050834,95.63700921165389,13.550697339238237,production,1.0
54.0,49.935581926812525,22.380932925103224,86.09673111919612,47.04150794889824,70.94595882200016,120.30609877979556,96.09218538895162,13.967165920088604,production,1.0
55.0,50.0197561030091,21.824830872395612,84.55364556606007,47.59686918159037,71.2234875786724,119.2792096869089,95.04960659637744,13.803616308918084,production,1.0
56.0,50.02149318474111,22.01524026600945,85.96703192568296,47.770856706501164,71.5558005207969,121.4750916513186,95.84628704979801,13.840533571596543,production,1.0
57.0,50.034802136198145,22.264647294448736,85.37190192946333,48.24799757385801,71.87631876789878,121.43887332086402,94.87830925081005,13.889519360105785,production,1.0
58.0,49.94079410166214,22.297237467751554,84.50425516162507,47.814459264023455,71.41385863940413,119.52400694965654,95.34363323456142,13.743791603403986,production,1.0
59.0,49.966914871398046,21.64483858608494,85.1562435677506,48.74979461747115,72.84206305939917,123.75480051076462,95.17752206698042,14.261035994222441,production,1.0
60.0,49.97817823764284,21.330317369282977,86.12225104791024,48.46518235601861,71.364088539098,119.34844814074921,95.99484246352468,14.124883401705722,production,1.0
61.0,49.94150990461136,21.459996961759114,85.05298968847026,47.31940327476945,71.57016063563283,118.73245813547577,95.52291186430573,14.474019487793612,production,1.0
62.0,50.08696839385651,22.349871659389954,84.68566902183944,47.790736701753815,71.31598086238468,119.4390552082981,96.28923559252792,13.697228396239108,production,1.0
63.0,49.975204463577896,22.04320440871406,85.24472468151748,48.19077561060698,72.66860458835554,122.54095751501359,95.51356795477255,14.635454212031224,production,1.0
64.0,50.01644848147301,21.372047257520887,84.93309043626164,47.658742062494085,71.8050527299194,120.63684275192891,95.4077627476836,13.834284059178572,production,1.0
65.0,49.987071372726305,21.887123822403947,84.6794796991403,47.46547734772198,72.04451232466843,120.4132113479371,95.28982963099244,14.058305552615405,production,1.0
66.0,50.07917364394011,21.334121699644527,85.69823387934821,48.1493493283095,72.41127515989874,120.79683319066406,95.4642854963567,14.585472184400162,production,1.0
67.0,50.06601804935409,22.00511598069358,85.92045297280832,48.15685429219377,72.01055363203923,120.16716248699971,94.9732252903682,14.326611566240752,production,1.0
68.0,50.03166763114125,21.765694737488896,85.11631547246193,47.87131970716191,71.92151751318352,120.0663925495607,94.80298413865567,13.537202894962,production,1.0
69.0,49.88982450596767,21.890094927460563,85.7672987437268,48.30169697140667,72.46492826412302,120.13679138651321,95.07473210780476,14.257583780697384,production,1.0
70.0,50.002601448712994,22.080973336326448,85.22664494012912,48.42099505742369,72.40151946929811,121.76726892632259,95.16514497009938,14.460885915765003,production,1.0
71.0,50.03418430953883,22.18919257797978,85.40473388707466,48.82888236642799,72.2848888102192,122.15367179194348,95.09379194762876,14.132767641936727,production,1.0
72.0,50.05019807879211,22.1413791983817,85.54426964842952,47.97278309898412,71.73654273912035,119.67434532928861,96.44669294253642,14.199095181538093,production,1.0
73.0,49.96910464776462,22.635635624593927,86.37182835423629,48.26241443331602,72.22173247822496,121.23879002488822,95.26961382720923,13.711404252156324,production,1.0
74.0,50.09110056816642,23.08077435311607,85.78598733762486,48.84671072837545,71.75938190297252,121.90875272654218,95.21608410893815,13.990271340681515,production,1.0
75.0,49.933978451499335,22.462538038097136,84.88754127808305,47.73557952661624,72.86497360621522,119.67591594700662,95.99724569920193,13.852425776306179,production,1.0
76.0,49.96692359890924,22.047279342111864,85.80202672171053,48.288320585121355,72.208457051324,120.38197845010042,95.82306681666518,13.598821902479962,production,1.0
77.0,50.0467524994057,22.425290042575412,85.36529874716805,48.46022442958974,72.24522860006995,119.75034642384725,95.01232526675027,13.758390493393648,production,1.0
78.0,50.00245273069127,21.83495748073818,85.22364006749531,48.369982449807495,71.56097679670616,119.45767837405906,95.80810754965572,13.866676771507192,production,1.0
79.0,50.10011962918226,21.796880768503343,85.00500576171022,48.58691588134227,71.98008705610958,121.13996059499243,95.89185478478166,13.747987796832957,production,1.0
80.0,50.009425959625624,21.78005968346365,85.49847393021537,48.3343041445252,72.42866863153314,120.14510132990232,94.97324258825032,13.769763184099563,production,1.0
81.0,49.968340295490385,22.246833391645904,85.48347897749214,48.12841613267797,71.01014033602007,121.79647178430176,95.32419215580249,13.791129027507617,production,1.0
82.0,49.98112182473836,22.626614118294572,85.28353780446572,48.64437813234826,71.93910245623677,121.01438813924644,95.75368697772197,14.415760828914692,production,1.0
83.0,49.94544269411904,23.022178312795944,84.69540763211364,47.98186683911916,71.77046245840914,121.55534490339117,95.85383009462547,14.436492616103646,production,1.0
84.0,49.93611599168067,22.663534734831988,84.51100110924537,47.89790100287544,71.39159412589065,120.71986947503034,95.03346204876682,14.724594995539508,production,1.0
85.0,50.03152057453841,22.414192988170125,85.61726286130131,47.94167661078913,72.44013998977145,120.31894747307823,96.00796541823281,13.77010612571159,production,1.0
86.0,50.02905829062064,21.861068993641698,85.65252154012374,48.41838771584417,71.63747565213308,120.98238961397186,95.68632926616358,14.106702821383475,production,1.0
87.0,50.064727940972055,22.16833019886022,86.86056087296623,48.96905922974338,71.48588941062623,121.0953719647781,94.95944697756724,14.036185968806711,production,1.0
88.0,49.962269710437006,22.3563153882214,85.44852889074934,48.700307582376425,72.62712823927774,120.26442679931445,95.29959661491178,13.83221263629888,production,1.0
89.0,50.08445537262218,22.091280620076503,86.17358185894285,48.88220076355255,71.03599281703669,121.63336936901196,96.34151870676791,13.761969931985622,production,1.0
90.0,49.98563061460957,22.886566027067875,86.28280765834077,48.650006614058604,72.82285410803894,122.02728467707024,95.62373297161595,14.274371895263702,production,1.0
91.0,50.07872041394223,21.814669792405986,85.5339603060886,48.277434342545114,72.77277476575404,121.3308999650438,94.4852450127845,14.289906379673324,production,1.0
92.0,49.97836070764087,21.858212836405208,85.62155244233347,48.04732185401254,71.09403255277,123.20713274674371,94.81334019738352,14.614861167996198,production,1.0
93.0,49.963225835382886,22.29709287020678,85.32239325444317,47.76868892324114,71.903395142222,120.4017921820388,96.19345805402962,13.663312619323014,production,1.0
94.0,50.01248926857793,22.948990918779625,86.65017848776593,48.339162890576524,72.35158085141008,121.794881624432,95.41428385529346,14.426726562861123,production,1.0
95.0,50.05157265424347,21.422358509065152,84.68476256669474,48.956964375511305,72.6795948010895,120.68916197826132,95.52920371888125,13.844413509447097,production,1.0
96.0,50.00805047883577,21.81021288103188,85.57072817119929,48.5098952001828,71.82872422831187,121.47058712517415,94.8645372267481,13.688269471684453,production,1.0
97.0,49.970723558793836,22.664952348968093,86.42963837309338,48.216806151469044,71.92075473337482,120.20238994576391,96.2213038230305,14.26786627696983,production,1.0
98.0,49.93293901429617,21.879361513361197,85.53915962617808,48.672651195674945,72.70133003706394,122.54568338119417,95.39725171774454,13.982444686991151,production,1.0
99.0,49.92992398925413,22.975719108126718,85.26576227261285,47.54407078842311,71.60174217799444,121.42787463186876,95.15620338017055,14.488752170064004,production,1.0
100.0,50.02513414249374,21.82460102248931,85.7525651366623,48.06836525194353,72.61490870464279,122.65636450847816,95.39962222558064,13.45752563141014,production,1.0
101.0,50.04948565166429,22.583255317990805,85.93349247431972,48.21554032988933,72.63458682765771,119.71528464123183,96.96983856763099,14.346726758405081,production,1.0
102.0,49.99178527036874,22.120158201400603,85.96218261337746,48.609493257936236,71.435890280727,120.65121528729021,95.48257035825587,13.711301014339597,production,1.0
103.0,49.94628175708858,22.34034520780405,85.7950725144432,47.73062726876591,72.19773870996588,120.18109409063018,95.65796381987934,13.780281486932472,production,1.0
104.0,50.04365210763108,21.743248111493898,86.08046327470403,48.37286261201539,72.10905752088505,120.62248696742095,94.75758088782638,13.381883385294264,production,1.0
105.0,49.93598030276427,21.51618766622127,86.20210330583218,47.124542105575095,71.41356301897375,120.438233707843,95.16250587075697,14.180840182773121,production,1.0
106.0,49.96434659524704,22.469946928912016,84.97477866061034,48.422196047285276,72.20436672177517,121.13316769493092,94.54954172516142,13.880373922199235,production,1.0
107.0,50.03105089267701,21.94904833466274,85.41575039334518,48.90365405507515,71.97194092221413,121.26547440451414,95.96171887855095,14.375090270050919,production,1.0
108.0,49.88749294132127,21.79432617842093,86.16902839124718,48.08676595630339,71.64826142863694,121.24524535336404,95.14598605435376,14.082940609986236,production,1.0
109.0,50.019318479878315,21.720705964272057,85.9444644293734,47.78788747006297,71.84687855809125,120.6359561811559,95.26516527504606,13.707500634829792,production,1.0
110.0,49.97091795817953,21.745816104346435,85.7960817004402,49.568055982492695,71.56736525096895,121.53555348432879,95.55513504970543,13.688898378693505,production,1.0
111.0,50.00546398487389,22.70611590174378,86.06278828616855,48.3802237436229,72.4758343917568,122.3693404964323,95.6771566715523,13.663515785160149,production,1.0
112.0,49.99621492368896,21.79675020261251,86.23452229886455,48.72833993816285,72.2701037641696,120.24372943690136,96.5286782726053,13.602209905780459,production,1.0
113.0,50.0101057197522,21.94978802640082,85.15228042221366,47.875569596376025,72.58745807897003,121.33528366530977,95.51308543667147,14.150091378576029,production,1.0
114.0,50.03470859683535,22.954407876025204,84.93476980707007,47.593800548837436,72.18552996035686,121.25298784170161,96.03232581556814,13.66950623599656,production,1.0
115.0,49.96208151245508,21.995751930629467,84.98250428023945,47.52198461343219,72.31773515887083,121.91145187436912,95.15006783464187,13.816815124137495,production,1.0
116.0,50.0710491011156,22.16734707107136,86.79364295440685,48.69007851353723,71.79258550856648,121.28024665212176,95.0128671164024,14.000921847581184,production,1.0
117.0,50.03630468944739,22.31758839366247,85.04945258753452,47.373016402006684,72.52547755174622,121.34542649865254,95.15571271553056,13.917379899557796,production,1.0
118.0,50.042186633115165,22.053033824246626,85.5449815670347,47.02955950252186,71.64324075667389,120.18215274244962,95.48579201835483,14.021268133019504,production,1.0
119.0,50.05824319905555,21.8970751772044,85.57801634890232,47.90402561629134,72.479249010538,121.404651263578,95.64681544618779,14.210322002973028,production,1.0
120.0,50.03937941108529,22.684759011197333,86.31145642215297,47.847667731335704,71.75328417501139,120.27937925889617,96.04839021426537,14.145899573464371,production,1.0
121.0,50.04220393402893,22.302003419930664,84.65329189741134,48.164028411007955,71.73655055452434,122.01141421130073,95.98340888803716,13.668634053420728,production,1.0
122.0,50.00377968053714,21.923126499561555,85.67613483913946,47.57127373681785,72.36136308162462,121.27552881027921,95.2435081526899,13.99582221601429,production,1.0
123.0,49.92866130745051,21.621644182950646,86.43168669823879,47.814465299863805,73.12612431707494,121.45393748139674,95.67569835711285,13.554095697935812,production,1.0
124.0,49.99324774499815,21.713520693123332,86.3752979316015,48.08006165412565,72.54795806270941,120.34328770806593,96.07050654069153,13.90995928412286,production,1.0
125.0,49.961524267991166,21.767584007467754,85.95519586320448,47.39121268986939,71.96875473224799,122.38372642901518,94.86454423608599,14.12938901667432,production,1.0
126.0,49.92886291157423,21.315807705514604,85.55624176692274,48.38745640926117,71.39192372441501,122.25638712941999,95.19777896809397,13.89418479618369,production,1.0
127.0,50.01292263954565,22.648562236549115,86.77055755726263,48.67282881260934,71.3448615785015,122.465723693423,94.90162710257111,14.131181793899207,production,1.0
128.0,49.971572527292615,22.220599086554785,84.71586693112793,49.303275044756425,72.57926706293573,124.11093377117449,95.84367113064775,14.419238775598226,production,1.0
129.0,49.94850977809943,22.39517860259525,86.31065939260701,48.43501405621083,72.23638204477112,121.38111319620809,95.53014213883587,14.421047441229213,production,1.0
130.0,49.947849945996424,21.61371183226613,86.02995296281684,49.01283995870424,71.13140926975566,122.89417586222801,95.10858951398504,13.340861983332566,production,1.0
131.0,50.013420853985444,21.987949175019914,86.08259102734584,48.3467171448573,72.03538536737337,121.30734466569376,95.80091463930187,13.79443721855211,production,1.0
132.0,50.017933597458516,22.086669284180843,85.89032166425876,49.03744192286861,72.83965233926044,121.93457748723652,95.3700239109977,13.961515962333394,production,1.0
133.0,50.06612287348834,22.21364792697189,85.8567561479763,48.3496954183432,72.17521704906905,121.90570103215173,96.04371309647112,14.318562141300792,production,1.0
134.0,49.999304266573795,22.10158658642162,86.29487668024328,49.31222354921047,72.15961468293277,121.79031788155407,95.45461914453874,13.883187255376145,production,1.0
135.0,50.052091987960644,21.68680616204834,85.04727675281865,48.640139150203,71.53069619584669,122.26811466624251,95.71972009006055,14.51996086322299,production,1.0
136.0,50.070113241338625,22.62217646134665,84.99381591632635,47.88917416166504,72.52565147120669,121.11877051089976,94.86195228253627,14.183560991968598,production,1.0
137.0,50.057508281807486,22.470197122462547,85.84180599559191,48.32303178097198,71.72975354726786,121.53778684666901,95.78482063171244,13.733921067012052,production,1.0
138.0,49.881734804686154,22.216660094416856,85.7781548162071,47.44956533288626,71.87142101489647,122.1361002592057,95.37084469869018,13.737130079404062,production,1.0
139.0,50.061434185960174,22.60022795816171,85.84753384880254,49.14495637674185,73.04731005502187,123.59610018284363,94.71611742381393,13.76784828593045,production,1.0
140.0,50.01698100041243,22.67117989680012,86.70601388673185,47.93723090029477,71.4413310503523,120.49268019047857,94.65826079039736,13.504175252554719,production,1.0
141.0,50.02118856764267,22.74609085762964,85.40652758073796,48.51754191575636,71.81257139032573,119.340867241288,95.07879848270733,13.916816875384075,production,1.0
142.0,50.018561370886815,22.25431387295507,86.2072061171639,49.24446925483259,72.08713041959766,120.93192713158167,95.95911884052332,14.419342570974763,production,1.0
143.0,50.019137858013536,22.06374671607248,85.98932754640907,48.24900396794571,72.3936355417964,121.62523196790687,94.50959128716265,14.126346959213592,production,1.0
144.0,50.01597071101262,21.99828652987125,87.1807826544404,48.27887709538645,73.09587294043573,121.73166293791667,96.15857160978292,14.363066820929484,production,1.0
145.0,49.98205433457307,22.547236583529802,84.92166156969922,48.169993634359265,72.15265675625137,121.63660846414125,95.4852647895726,13.816766612616354,production,1.0
146.0,49.9049182350812,21.910674992627115,85.43743953377138,48.62896035849611,72.60821767448914,122.94943575675539,95.69079621621424,13.751868592215763,production,1.0
147.0,49.99455426360463,21.826353497608448,85.49298176747484,49.5140251675671,72.21515370502664,122.70537132712977,95.95223100376074,13.87509279525873,production,1.0
148.0,49.95981340757397,22.4140111038576,86.56137109471314,48.86385987490186,71.1434498036338,121.47889722755976,95.18123568708552,13.728182809595417,production,1.0
149.0,50.054008170626894,22.401927760402472,85.27895322006536,48.267469551301964,72.76523824582992,120.97835217783117,95.56393877210763,14.589365828165292,production,1.0
150.0,49.98556167470023,22.447805019575455,86.76750646074105,48.69977486151595,72.55248410082446,121.13027066440351,95.50691752791545,13.914936327768833,production,1.0
151.0,50.00417376780535,21.853942311606545,86.7333831001833,47.139239059518815,72.83295757968652,121.12147124102586,95.28637110057599,14.304970900183863,production,1.0
152.0,49.95751970221949,22.31435402646013,86.29560417155716,48.2542240584175,71.4969375103108,121.28175379344783,96.01006654062773,14.096661579280246,production,1.0
153.0,49.974468876605094,22.560592865485297,86.04032156045434,46.53552311920901,72.0520141419332,119.66861119878469,95.64474630960865,13.831352901964287,production,1.0
154.0,49.99942334691567,22.002941426350667,84.84578913846623,48.71301980732272,73.24134026890259,121.00574321128524,95.96248386436352,14.30491666954957,production,1.0
155.0,49.925731240786824,22.08800386116122,85.89032650982296,47.073447667321524,73.4280430344828,121.05221758583673,96.01564032183116,14.17210286443262,production,1.0
156.0,50.01503425571473,22.07644789816715,84.92411508534403,48.474582886120565,72.17906119173445,121.33837969833654,95.78730750344826,14.113978294545161,production,1.0
157.0,49.994696387327615,22.803672293158698,85.56636392992976,47.73799189268143,72.30392504507272,121.26271951248918,95.97461305345674,13.995382006335998,production,1.0
158.0,49.94071400974974,22.55664888265227,85.90716218673596,49.636113136934476,71.66170978677741,122.37701206346931,95.02705733136861,14.082755766844622,production,1.0
159.0,49.88008835673011,21.66042303451914,85.60128109866963,47.507953689758885,71.96995364224806,120.93487582494674,94.93542160605325,14.16929878321095,production,1.0
160.0,50.02565260669402,21.588660944757137,86.35832957573523,47.99299772588829,71.64566495933911,121.04939916310248,96.31731788020566,14.520057172948636,production,1.0
161.0,49.98512079805283,22.457301404112453,85.711522792952,49.18055603500217,72.85029755066735,122.22838346806122,95.40267987724738,13.91717380092707,production,1.0
162.0,49.97349957933909,22.11229643096347,84.86100134031341,48.416524862220015,71.88780148343089,121.29792352885914,95.91832122576923,13.864971880762981,production,1.0
163.0,49.988192268507355,22.410832162917863,85.15517835507111,48.37999731331705,72.12940080729396,121.84217105359387,96.14219399366762,13.65650138983765,production,1.0
164.0,50.09082379704406,22.304331786340704,85.0278694209233,48.243230815703974,72.7154249013401,122.38763174801385,95.77797473208494,13.964504599761876,production,1.0
165.0,49.997509951547016,22.602129322603464,85.60329766243949,48.36116784543957,72.13006737209717,122.09267517193176,95.99871863496863,14.107264748680533,production,1.0
166.0,50.00433096314943,21.548223221166737,86.54258783552493,47.90846313150144,72.81263387984862,121.8882687802073,94.98871913569323,14.540615454249371,production,1.0
167.0,49.92564635651623,21.979569168779918,86.09830511342923,48.120306594562244,72.0343742217936,121.35398509987155,94.93906869222248,13.671741436898781,production,1.0
168.0,50.0823669533178,22.299302007592377,85.99932319924244,48.33958281280285,72.69021977855792,122.40950795630108,95.0179511966637,13.375750919981437,production,1.0
169.0,50.04587439917221,22.292867052683555,85.02508812280215,48.6359438035973,71.57341379427825,121.80329384690549,95.29321530717915,13.83769182837893,production,1.0
170.0,50.05334674335026,21.81998319670122,87.21845407026753,48.18883210007477,72.08852706014014,120.98808821567269,94.29533723006507,13.919932551493797,production,1.0
171.0,50.00238363656059,21.98851989069592,85.78057596967345,48.63546986695664,71.25609222379246,121.4140967095742,95.39643560543857,13.782803014930586,production,1.0
172.0,50.04583273944123,21.96517568325942,87.24819884210716,47.276679887205056,71.49571267531485,120.13434722762868,94.67256038972552,14.683367463786796,production,1.0
173.0,50.01854734175472,22.21749862643186,85.27805497095599,48.771814493793684,71.6014759791478,120.4431485084987,96.09717786550402,13.140047035975721,production,1.0
174.0,50.03065945389295,22.479951607246875,85.45819573948204,48.12964289992338,73.0935747966443,119.33831761147309,95.81542984308562,13.663238374667658,production,1.0
175.0,49.99239035207959,22.089622245894976,87.35903547142568,48.93715572102505,71.44304237414477,120.78255949660267,95.84249835554733,13.83823430525654,production,1.0
176.0,49.9263056025979,22.138656543657483,85.15451627406183,48.74634024709602,73.48311617527132,123.20167982918761,94.63111453046754,14.134527800695299,production,1.0
177.0,50.05144271739016,21.362260463135296,86.05094935239556,48.088993472504946,72.48935350308976,120.931665111969,95.40364574787594,14.235178264683656,production,1.0
178.0,49.90325201816952,21.775528163763827,85.59695499143828,48.45230412965173,72.53160956430746,122.54480529277346,96.32729146690825,14.015141758820073,production,1.0
179.0,49.988003166437096,22.941184406700902,85.31192213463673,47.66261169877316,71.72206770930474,121.59579925183532,95.24343154267216,14.176158986447092,production,1.0
180.0,49.98977387558002,21.51411694919322,87.09664775797077,48.000836406792295,72.56437025399401,120.75934141229015,96.02887288425966,13.902351023326482,production,1.0
181.0,49.947856992950776,22.745749121113192,85.19749090796496,48.574047041161734,73.45288227722166,123.20587449505616,95.15627828059253,13.495039164137257,production,1.0
182.0,50.03065615681683,22.080812822693566,86.33833915708348,48.412107479920785,72.8171876954572,122.298403330538,95.52324946179169,14.001072898651636,production,1.0
183.0,49.98998351492952,21.414650765596107,86.46231341847073,47.106408179531954,72.18838842866745,119.49729104162476,96.92328153052496,13.669405916764141,production,1.0
184.0,49.978156583720136,22.7829519985304,85.19243178833,48.67271106361453,72.33061237901053,122.84870796105457,95.93485340574097,13.314089847416799,production,1.0
185.0,50.02599208654888,22.713437201406148,84.66090340275287,47.544648804803906,72.44534448191133,120.30872736026306,96.2572220933385,13.74134768154648,production,1.0
186.0,49.97617104797208,21.998426618019618,84.73051968944543,48.100306091550436,72.23393179392974,121.38431051970817,95.57485072595655,13.875123115335596,production,1.0
